Category ID,Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Quantity outcome 2,Reference/link to data,Accessed on
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Indeterminate/Other/Unknown - Wisconsin - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-03-01,2014-03-01,1,59,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2014,Etiology: Norovirus Genogroup II; Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-03-01,2014-03-01,1,54,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Indeterminate/Other/Unknown - Wisconsin - 2014,Etiology: Norovirus Genogroup I; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-04-01,2014-04-01,1,23,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-05-01,2014-05-01,1,17,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Indeterminate/Other/Unknown - Wisconsin - 2013,Etiology: Salmonella enterica; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2013-09-01,2013-09-01,1,5,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Ohio - 2014,Etiology: Legionella pneumophila; Setting: NA; Source: Undetermined water-NA,2014-04-01,2014-04-01,1,4,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Ohio - 2014,Etiology: Norovirus; Setting: Event space; Source: NA,2014-07-01,2014-07-01,1,19,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - West Virginia - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-04-01,2014-04-01,1,22,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Massachusetts - 2014,"Etiology: Escherichia coli, Shiga toxin-producing; Setting: Private home/residence; Source: Beef-ground beef-ground beef",2014-06-01,2014-06-01,1,4,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Utah - 2014,"Etiology: Campylobacter jejuni; Setting: Other; Source: Dairy-milk, whole milk unpasteurized-milk, whole milk unpasteurized",2014-05-01,2014-05-01,1,99,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Alaska - 2014,Etiology: Clostridium botulinum; Setting: Other; Source: Fish-fermented fish heads-NA,2014-08-01,2014-08-01,1,3,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - North Carolina - 2014,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-04-01,2014-04-01,1,90,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - North Carolina - 2014,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-06-01,2014-06-01,1,67,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2014,Etiology: Norovirus Genogroup II; Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-09-01,2014-09-01,1,16,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2014,"Etiology: Listeria monocytogenes; Setting: Private home/residence; Source: Fruits-peaches, unspecified; nectarine-peaches",2014-06-01,2014-06-01,1,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Ohio - 2014,Etiology: Norovirus Genogroup I; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-10-01,2014-10-01,1,42,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - California - 2014,Etiology: Legionella pneumophila; Setting: Assisted Living/Rehab; Source: Undetermined water-Unknown,2014-04-01,2014-04-01,1,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2013,Etiology: Salmonella enterica; Setting: Private home/residence; Source: Fruits-papaya-papaya,2013-06-01,2013-06-01,1,13,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Water - Pennsylvania - 2014,Etiology: Legionella pneumophila; Setting: Long Term Care Facility; Source: Drinking water-Community,2014-10-01,2014-10-01,1,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2014,"Etiology: Salmonella enterica; Setting: Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining; Restaurant - other or unknown type; Private home/residence; Grocery store; Long-term care/nursing home/assisted living facility; Camp; Source: Seeded Vegetables-cucumber-NA",2014-05-01,2014-05-01,1,275,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2014,Etiology: NA; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-12-01,2014-12-01,1,26,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Indeterminate/Other/Unknown - Oregon - 2014,Etiology: Norovirus Genogroup II; Setting: Private home/residence; Source: NA,2014-02-01,2014-02-01,1,8,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Oregon - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA-NA-NA,2014-04-01,2014-04-01,1,36,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Oregon - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-02-01,2014-02-01,1,30,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Indeterminate/Other/Unknown - Oregon - 2014,"Etiology: Escherichia coli, Shiga toxin-producing; Setting: Private home/residence; Source: NA",2014-08-01,2014-08-01,1,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Oregon - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-02-01,2014-02-01,1,41,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2014,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-12-01,2014-12-01,1,63,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Maine - 2014,Etiology: Norovirus Genogroup I; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-02-01,2014-02-01,1,55,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-12-01,2014-12-01,1,52,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-12-01,2014-12-01,1,25,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2014,"Etiology: Norovirus; Setting: Other, specify; Source: NA",2014-12-01,2014-12-01,1,51,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2014,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-12-01,2014-12-01,1,18,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-12-01,2014-12-01,1,23,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Mississippi - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-11-01,2014-11-01,1,52,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Oregon - 2014,"Etiology: Escherichia coli, Shiga toxin-producing; Setting: Private home/residence; Source: Game-venison-NA",2014-12-01,2014-12-01,1,12,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Maine - 2014,Etiology: NA; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-11-01,2014-11-01,1,10,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2015,Etiology: Norovirus Genogroup I; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-01-01,2015-01-01,1,48,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Indeterminate/Other/Unknown - Colorado - 2014,Etiology: Salmonella enterica; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-05-01,2014-05-01,1,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Minnesota - 2015,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-01-01,2015-01-01,1,62,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2015,Etiology: Rotavirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-01-01,2015-01-01,1,25,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wyoming - 2014,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-12-01,2014-12-01,1,37,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Kansas - 2015,Etiology: Norovirus Genogroup II; Setting: Other; Source: NA-NA-NA,2015-01-01,2015-01-01,1,61,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Georgia - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-12-01,2014-12-01,1,30,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Multistate - 2013,"Etiology: Listeria monocytogenes; Setting: Private home/residence; Source: Dairy-mexican style cheese, pasteurized-NA",2013-09-01,2013-09-01,1,9,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - North Carolina - 2014,Etiology: NA; Setting: School/college/university; Source: NA,2014-11-01,2014-11-01,1,31,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Nebraska - 2014,Etiology: Norovirus unknown; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-03-01,2014-03-01,1,19,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Nebraska - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-12-01,2014-12-01,1,17,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Nebraska - 2014,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-12-01,2014-12-01,1,30,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2015,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-01-01,2015-01-01,1,64,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Nebraska - 2014,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-12-01,2014-12-01,1,61,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Maine - 2014,Etiology: NA; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-11-01,2014-11-01,1,43,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2015,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-01-01,2015-01-01,1,36,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Tennessee - 2015,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-01-01,2015-01-01,1,58,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Utah - 2014,Etiology: Norovirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-09-01,2014-09-01,1,12,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Illinois - 2014,Etiology: Norovirus Genogroup II; Setting: NA; Source: NA,2014-12-01,2014-12-01,1,59,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2015,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-02-01,2015-02-01,1,26,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Mississippi - 2015,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-02-01,2015-02-01,1,93,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Mississippi - 2015,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-02-01,2015-02-01,1,53,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Vermont - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-03-01,2014-03-01,1,37,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Maine - 2014,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2014-12-01,2014-12-01,1,10,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Mississippi - 2015,Etiology: Norovirus Genogroup II; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-02-01,2015-02-01,1,26,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Pennsylvania - 2015,Etiology: NA; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-02-01,2015-02-01,1,72,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Person-to-person - Wisconsin - 2015,Etiology: Rotavirus; Setting: Long-term care/nursing home/assisted living facility; Source: NA,2015-02-01,2015-02-01,1,42,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Colorado - 2005,"Etiology: Salmonella enterica; Setting: Unknown; Source: Multiple-cantaloupe; ground beef, unspecified-NA",2005-07-01,2005-07-01,1,24,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - New York - 1999,"Etiology: Clostridium perfringens; Setting: Restaurant - other or unknown type; Source: Beef-ground beef, meatloaf-NA",1999-01-01,1999-01-01,1,3,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Minnesota - 1999,"Etiology: Listeria monocytogenes; Setting: Restaurant - other or unknown type; Source: Multiple-deli meat, unspecified-NA",1999-09-01,1999-09-01,1,5,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Iowa - 1999,Etiology: NA; Setting: Long-term care/nursing home/assisted living facility; Source: NA-NA-NA,1999-04-01,1999-04-01,1,40,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Hawaii - 1999,"Etiology: Ciguatoxin; Setting: Private home/residence; Source: Fish-fish, kole; fish, manini-fin fish",1999-07-01,1999-07-01,1,4,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Florida - 1999,"Etiology: Listeria monocytogenes; Setting: Grocery store; Source: Multiple-deli meat, sliced ham; deli meat, sliced roast beef; deli meat, sliced turkey-NA",1999-08-01,1999-08-01,1,2,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Wisconsin - 2000,"Etiology: Escherichia coli, Shiga toxin-producing; Setting: Restaurant - other or unknown type; Source: Fruits-watermelon-NA",2000-07-01,2000-07-01,1,736,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Ohio - 2000,"Etiology: Clostridium botulinum; Setting: Private home/residence; Source: Seeded Vegetables-home canned pepper, unspecified-vine-stalk eg. tomato",2000-04-01,2000-04-01,1,3,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Illinois - 2000,"Etiology: Salmonella enterica; Setting: Caterer (food prepared off-site from where served); Source: Multiple-salmon, unspecified; seafood dish, unspecified-NA",2000-02-01,2000-02-01,1,36,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Florida - 2000,"Etiology: Salmonella enterica; Setting: Private home/residence; Source: Root/Underground-potato, mashed-root (eg. potato)",2000-09-01,2000-09-01,1,4,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - Colorado - 2000,"Etiology: Escherichia coli, Shiga toxin-producing; Setting: Private home/residence; Source: Beef-ground beef, unspecified-NA",2000-06-01,2000-06-01,1,16,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - California - 2000,"Etiology: Shigella sonnei; Setting: Restaurant - other or unknown type; Source: Multiple-salsa, unspecified-NA",2000-10-01,2000-10-01,1,221,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - California - 2000,"Etiology: Hepatitis A; Setting: Restaurant - other or unknown type; Source: Multiple-deli meat, unspecified-NA",2000-10-01,2000-10-01,1,10,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - California - 2000,Etiology: Clostridium perfringens; Bacillus cereus; Setting: Private home/residence; Religious facility; Source: NA-NA-NA,2000-09-01,2000-09-01,1,14,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
G77,List of deadly foodborne or waterborne or enteric disease outbreaks,Food - California - 2000,"Etiology: Clostridium perfringens; Setting: Private home/residence; Source: Chicken-chicken, other-NA",2000-02-01,2000-02-01,1,23,National Outbreak Reporting System (NORS) Dashboard | CDC. https://wwwn.cdc.gov/norsdashboard/. Accessed 21 February 2023.,2023-02-21
