Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on,Category ID
Recessions - Late-demographic dividend,2019,"Year over year change in GDP, 2019",2019-01-01,2019-12-31,0.0188405778705956,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G43
Recessions - Late-demographic dividend,2020,"Year over year change in GDP, 2020",2020-01-01,2020-12-31,-0.0240185445593827,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G43
Recessions - Late-demographic dividend,2021,"Year over year change in GDP, 2021",2021-01-01,2021-12-31,0.183550966682955,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G43
Recessions - Latin America & Caribbean (excluding high income),1961,"Year over year change in GDP, 1961",1961-01-01,1961-12-31,0.0469605751321307,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1962,"Year over year change in GDP, 1962",1962-01-01,1962-12-31,0.0872113321586543,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1963,"Year over year change in GDP, 1963",1963-01-01,1963-12-31,0.00740325071801257,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1964,"Year over year change in GDP, 1964",1964-01-01,1964-12-31,0.146771434494727,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1965,"Year over year change in GDP, 1965",1965-01-01,1965-12-31,0.0843491099367105,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1966,"Year over year change in GDP, 1966",1966-01-01,1966-12-31,0.105504066280142,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1967,"Year over year change in GDP, 1967",1967-01-01,1967-12-31,0.0175196342359547,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1968,"Year over year change in GDP, 1968",1968-01-01,1968-12-31,0.0758085532149046,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1969,"Year over year change in GDP, 1969",1969-01-01,1969-12-31,0.120317103173341,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1970,"Year over year change in GDP, 1970",1970-01-01,1970-12-31,0.0875073423058524,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1971,"Year over year change in GDP, 1971",1971-01-01,1971-12-31,0.106920760741464,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1972,"Year over year change in GDP, 1972",1972-01-01,1972-12-31,0.13747258817026,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1973,"Year over year change in GDP, 1973",1973-01-01,1973-12-31,0.337932393454253,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1974,"Year over year change in GDP, 1974",1974-01-01,1974-12-31,0.313832020277655,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1975,"Year over year change in GDP, 1975",1975-01-01,1975-12-31,0.078531817367369,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1976,"Year over year change in GDP, 1976",1976-01-01,1976-12-31,0.0887028735080123,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1977,"Year over year change in GDP, 1977",1977-01-01,1977-12-31,0.0854195880849757,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1978,"Year over year change in GDP, 1978",1978-01-01,1978-12-31,0.136946396152674,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1979,"Year over year change in GDP, 1979",1979-01-01,1979-12-31,0.174035963420877,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1980,"Year over year change in GDP, 1980",1980-01-01,1980-12-31,0.207353190920589,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1981,"Year over year change in GDP, 1981",1981-01-01,1981-12-31,0.144556266187521,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1982,"Year over year change in GDP, 1982",1982-01-01,1982-12-31,-0.077663023790358,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1983,"Year over year change in GDP, 1983",1983-01-01,1983-12-31,-0.135827843373156,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1984,"Year over year change in GDP, 1984",1984-01-01,1984-12-31,0.0102361614197023,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1985,"Year over year change in GDP, 1985",1985-01-01,1985-12-31,-0.00857655149853103,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1986,"Year over year change in GDP, 1986",1986-01-01,1986-12-31,-0.000571023655862004,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1987,"Year over year change in GDP, 1987",1987-01-01,1987-12-31,0.0731466679082651,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1988,"Year over year change in GDP, 1988",1988-01-01,1988-12-31,0.110227407650327,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1989,"Year over year change in GDP, 1989",1989-01-01,1989-12-31,0.123372792588052,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1990,"Year over year change in GDP, 1990",1990-01-01,1990-12-31,0.207219863170128,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1991,"Year over year change in GDP, 1991",1991-01-01,1991-12-31,0.0696765310110615,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1992,"Year over year change in GDP, 1992",1992-01-01,1992-12-31,0.0859705479049705,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1993,"Year over year change in GDP, 1993",1993-01-01,1993-12-31,0.178509174013251,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1994,"Year over year change in GDP, 1994",1994-01-01,1994-12-31,0.18828865215478,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1995,"Year over year change in GDP, 1995",1995-01-01,1995-12-31,0.0706475212950489,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1996,"Year over year change in GDP, 1996",1996-01-01,1996-12-31,0.0918725879238257,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1997,"Year over year change in GDP, 1997",1997-01-01,1997-12-31,0.0911328072677074,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1998,"Year over year change in GDP, 1998",1998-01-01,1998-12-31,0.00447028677086966,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),1999,"Year over year change in GDP, 1999",1999-01-01,1999-12-31,-0.113841035377397,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2000,"Year over year change in GDP, 2000",2000-01-01,2000-12-31,0.106153649600212,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2001,"Year over year change in GDP, 2001",2001-01-01,2001-12-31,-0.0277916840127784,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2002,"Year over year change in GDP, 2002",2002-01-01,2002-12-31,-0.101099660777223,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2003,"Year over year change in GDP, 2003",2003-01-01,2003-12-31,0.0227156800728851,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2004,"Year over year change in GDP, 2004",2004-01-01,2004-12-31,0.141449902300653,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2005,"Year over year change in GDP, 2005",2005-01-01,2005-12-31,0.211108670143618,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2006,"Year over year change in GDP, 2006",2006-01-01,2006-12-31,0.167227198568968,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2007,"Year over year change in GDP, 2007",2007-01-01,2007-12-31,0.181944981985698,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2008,"Year over year change in GDP, 2008",2008-01-01,2008-12-31,0.157075680180561,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2009,"Year over year change in GDP, 2009",2009-01-01,2009-12-31,-0.071538840012832,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2010,"Year over year change in GDP, 2010",2010-01-01,2010-12-31,0.251944599664044,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2011,"Year over year change in GDP, 2011",2011-01-01,2011-12-31,0.168858518697633,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2012,"Year over year change in GDP, 2012",2012-01-01,2012-12-31,-0.0052406866878091,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2013,"Year over year change in GDP, 2013",2013-01-01,2013-12-31,0.0263127102387423,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2014,"Year over year change in GDP, 2014",2014-01-01,2014-12-31,0.00458768587869875,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2015,"Year over year change in GDP, 2015",2015-01-01,2015-12-31,-0.149989340010825,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2016,"Year over year change in GDP, 2016",2016-01-01,2016-12-31,-0.0281482865180109,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2017,"Year over year change in GDP, 2017",2017-01-01,2017-12-31,0.115346428961075,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2018,"Year over year change in GDP, 2018",2018-01-01,2018-12-31,-0.0289159947752187,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2019,"Year over year change in GDP, 2019",2019-01-01,2019-12-31,-0.0139380132426284,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2020,"Year over year change in GDP, 2020",2020-01-01,2020-12-31,-0.162616656027056,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean (excluding high income),2021,"Year over year change in GDP, 2021",2021-01-01,2021-12-31,0.146949462281262,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G37
Recessions - Latin America & Caribbean,1961,"Year over year change in GDP, 1961",1961-01-01,1961-12-31,0.0598621128750594,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1962,"Year over year change in GDP, 1962",1962-01-01,1962-12-31,0.0956699004516912,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1963,"Year over year change in GDP, 1963",1963-01-01,1963-12-31,0.0195932314648622,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1964,"Year over year change in GDP, 1964",1964-01-01,1964-12-31,0.108654617089965,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1965,"Year over year change in GDP, 1965",1965-01-01,1965-12-31,0.0749903125129773,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1966,"Year over year change in GDP, 1966",1966-01-01,1966-12-31,0.100983999237982,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1967,"Year over year change in GDP, 1967",1967-01-01,1967-12-31,0.020340236434541,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1968,"Year over year change in GDP, 1968",1968-01-01,1968-12-31,0.0733422738115859,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1969,"Year over year change in GDP, 1969",1969-01-01,1969-12-31,0.11733415503475,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1970,"Year over year change in GDP, 1970",1970-01-01,1970-12-31,0.0907019856695578,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1971,"Year over year change in GDP, 1971",1971-01-01,1971-12-31,0.115425490535642,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1972,"Year over year change in GDP, 1972",1972-01-01,1972-12-31,0.124727790050195,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1973,"Year over year change in GDP, 1973",1973-01-01,1973-12-31,0.33010091600673,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1974,"Year over year change in GDP, 1974",1974-01-01,1974-12-31,0.296364018042355,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1975,"Year over year change in GDP, 1975",1975-01-01,1975-12-31,0.0487890934253095,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1976,"Year over year change in GDP, 1976",1976-01-01,1976-12-31,0.0967514744752094,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1977,"Year over year change in GDP, 1977",1977-01-01,1977-12-31,0.0982356351573721,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1978,"Year over year change in GDP, 1978",1978-01-01,1978-12-31,0.13385326780928,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1979,"Year over year change in GDP, 1979",1979-01-01,1979-12-31,0.186523150067228,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1980,"Year over year change in GDP, 1980",1980-01-01,1980-12-31,0.215175272588328,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1981,"Year over year change in GDP, 1981",1981-01-01,1981-12-31,0.142554125520709,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1982,"Year over year change in GDP, 1982",1982-01-01,1982-12-31,-0.0729733515584394,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1983,"Year over year change in GDP, 1983",1983-01-01,1983-12-31,-0.123992886816559,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1984,"Year over year change in GDP, 1984",1984-01-01,1984-12-31,0.000226048815758929,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1985,"Year over year change in GDP, 1985",1985-01-01,1985-12-31,-0.00519119660953325,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1986,"Year over year change in GDP, 1986",1986-01-01,1986-12-31,0.00024435338369924,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1987,"Year over year change in GDP, 1987",1987-01-01,1987-12-31,0.0537597868724623,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1988,"Year over year change in GDP, 1988",1988-01-01,1988-12-31,0.117195276525707,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1989,"Year over year change in GDP, 1989",1989-01-01,1989-12-31,0.0911356768294809,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1990,"Year over year change in GDP, 1990",1990-01-01,1990-12-31,0.192995384229344,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1991,"Year over year change in GDP, 1991",1991-01-01,1991-12-31,0.0736827589839133,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1992,"Year over year change in GDP, 1992",1992-01-01,1992-12-31,0.0918784043231376,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1993,"Year over year change in GDP, 1993",1993-01-01,1993-12-31,0.160397466802523,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1994,"Year over year change in GDP, 1994",1994-01-01,1994-12-31,0.173926566421303,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1995,"Year over year change in GDP, 1995",1995-01-01,1995-12-31,0.0861844436116784,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1996,"Year over year change in GDP, 1996",1996-01-01,1996-12-31,0.0823229904066566,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1997,"Year over year change in GDP, 1997",1997-01-01,1997-12-31,0.0963773257309485,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1998,"Year over year change in GDP, 1998",1998-01-01,1998-12-31,0.00890353517443725,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,1999,"Year over year change in GDP, 1999",1999-01-01,1999-12-31,-0.0975962690640469,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2000,"Year over year change in GDP, 2000",2000-01-01,2000-12-31,0.104318076631914,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2001,"Year over year change in GDP, 2001",2001-01-01,2001-12-31,-0.021443427696432,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2002,"Year over year change in GDP, 2002",2002-01-01,2002-12-31,-0.102120827807187,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2003,"Year over year change in GDP, 2003",2003-01-01,2003-12-31,0.0204454086270563,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2004,"Year over year change in GDP, 2004",2004-01-01,2004-12-31,0.15207425729027,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2005,"Year over year change in GDP, 2005",2005-01-01,2005-12-31,0.208974465978713,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2006,"Year over year change in GDP, 2006",2006-01-01,2006-12-31,0.170581624796931,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2007,"Year over year change in GDP, 2007",2007-01-01,2007-12-31,0.178207712123215,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2008,"Year over year change in GDP, 2008",2008-01-01,2008-12-31,0.162490417042882,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2009,"Year over year change in GDP, 2009",2009-01-01,2009-12-31,-0.0603418559610425,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2010,"Year over year change in GDP, 2010",2010-01-01,2010-12-31,0.239810102250548,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2011,"Year over year change in GDP, 2011",2011-01-01,2011-12-31,0.138150519745768,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2012,"Year over year change in GDP, 2012",2012-01-01,2012-12-31,0.0108137066424096,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2013,"Year over year change in GDP, 2013",2013-01-01,2013-12-31,0.0246387394380162,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2014,"Year over year change in GDP, 2014",2014-01-01,2014-12-31,0.019729057406913,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2015,"Year over year change in GDP, 2015",2015-01-01,2015-12-31,-0.164290885205378,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2016,"Year over year change in GDP, 2016",2016-01-01,2016-12-31,-0.022799538999359,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2017,"Year over year change in GDP, 2017",2017-01-01,2017-12-31,0.110914791731557,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
